,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,248782.7,284726.8,160400.0,176891.5,1539.2,938.9,755.0,801.8,521.8,428.9,630.6,759.5,588.9,495.9,501.6,583.4,1171.9757,0.0
1,221616.6,283357.6,275036.2,293407.4,1030.7,1203.8,401.7,391.7,454.8,171.6,702.1,699.0,755.6,734.3,635.9,623.1,1309.2808,44.0
2,227321.9,284217.7,180765.3,196718.7,1759.0,1992.2,815.8,530.0,383.9,455.2,993.4,1005.7,654.3,398.5,670.0,712.9,1280.3018,157.0
3,335210.6,427749.6,281196.3,311985.3,1928.9,2244.6,555.0,334.9,512.5,406.8,790.3,1033.7,1022.7,1199.4,795.3,710.4,1306.6976,167.0
4,182818.7,178069.9,95411.6,90999.4,860.6,487.1,554.6,149.6,277.5,-157.0,335.2,313.9,734.5,452.2,563.0,-34.3,997.41364,185.0
5,152997.7,163673.5,92713.1,88582.5,782.9,834.7,610.7,556.5,493.3,359.8,646.6,466.3,426.5,338.9,546.9,434.9,1095.4896,199.0
6,218381.2,207208.1,116562.3,111943.3,878.3,791.3,436.1,41.8,310.5,-15.7,691.8,384.2,574.1,308.5,429.4,69.3,971.6315,258.0
7,234706.9,224573.2,102366.5,96109.6,881.4,712.6,548.7,271.7,513.1,166.0,596.5,429.8,470.3,558.0,373.1,374.4,979.7969,268.0
8,138960.5,153605.9,101114.0,96877.4,678.6,653.6,429.3,232.4,482.1,11.3,596.9,134.0,518.2,174.0,319.6,81.6,1131.9194,292.0
9,126252.5,133533.6,45591.1,42987.4,767.6,649.4,410.0,80.6,244.8,-46.7,330.6,-7.5,532.3,309.8,583.5,471.4,1083.0928,315.0
10,239987.8,259966.7,159728.4,156879.6,1131.0,1067.6,598.8,639.4,318.0,20.8,518.5,198.2,572.1,634.9,656.7,587.4,1109.2644,317.0
11,192214.5,186153.0,166133.1,161390.6,797.5,393.2,396.8,-28.2,471.4,-27.0,654.3,324.0,426.3,534.0,430.0,124.0,991.74164,340.0
12,236033.5,225978.4,128863.8,124139.5,751.5,575.0,526.3,355.1,346.9,15.9,433.4,195.1,586.4,333.2,476.9,361.6,980.3818,368.0
13,256787.4,274114.1,139299.0,136229.2,1306.4,1040.2,532.4,437.4,365.1,66.3,584.5,533.3,551.5,574.8,571.1,723.3,1093.1084,402.0
14,267925.7,299704.6,159158.0,166989.3,902.5,547.4,471.8,147.3,332.8,-140.9,678.3,514.0,821.0,658.9,494.4,462.7,1145.4816,425.0
15,149589.5,158977.3,96980.8,93925.6,499.8,269.5,390.4,343.6,480.3,281.0,595.6,639.2,463.7,318.8,335.6,147.4,1088.2977,524.0
16,265274.7,275320.1,178171.6,179003.0,1271.3,1349.9,596.1,780.6,398.1,258.1,558.1,930.6,635.1,706.5,769.3,481.1,1062.7872,548.0
17,257101.6,269396.8,154686.5,151903.5,1116.2,813.4,657.9,373.4,395.2,58.0,504.4,557.4,587.9,373.1,676.3,802.7,1072.9923,589.0
18,148284.6,141085.9,78782.3,76323.1,882.6,543.3,351.1,297.9,308.5,130.9,704.0,320.7,652.0,427.6,419.2,490.2,974.31586,600.0
19,253811.0,310865.5,189052.0,209175.8,1109.8,1049.6,468.7,459.2,550.8,473.3,604.4,692.2,545.7,877.3,570.0,789.7,1254.1991,649.0
20,233567.3,453735.0,197482.1,275620.0,1054.0,1494.5,513.8,858.6,419.9,-24.6,884.8,836.5,510.8,408.0,480.0,396.5,1989.3159,656.0
21,238892.8,291719.5,178659.1,203006.0,1524.8,1530.9,906.6,587.2,363.8,350.3,614.9,718.5,835.3,296.8,585.4,526.4,1250.4615,679.0
22,144598.8,137544.3,42686.2,39668.0,679.2,480.6,219.2,138.0,427.5,245.2,496.5,98.4,485.9,336.1,389.4,107.1,974.0861,708.0
23,175512.6,168132.0,100206.0,95171.1,562.0,420.4,434.9,278.2,443.1,109.8,572.0,622.9,616.1,480.2,302.6,29.5,980.9395,745.0
24,242311.1,231798.8,116201.7,111872.3,1050.1,1014.6,441.0,-18.2,426.6,-64.8,826.2,644.5,762.1,472.9,477.9,262.3,979.60065,761.0
25,295597.6,307512.9,205872.8,205734.4,1306.8,802.0,721.6,450.8,531.8,143.7,741.8,708.6,732.0,526.9,730.4,852.7,1065.2954,776.0
26,317156.3,371444.0,284503.2,296187.0,1357.9,1334.0,685.6,615.4,381.1,114.7,858.9,802.4,853.9,959.6,784.5,796.6,1199.2928,785.0
27,113876.7,117453.1,64655.4,62529.5,585.8,443.2,431.4,400.3,229.1,-329.8,607.0,291.1,561.5,227.3,317.6,182.0,1056.1979,804.0
28,248723.9,256639.2,176488.9,177743.2,1032.3,718.8,516.9,364.5,295.1,-53.2,633.6,128.9,946.0,914.1,538.8,472.9,1056.6011,812.0
29,229494.6,305946.2,181462.0,202269.1,1526.2,1412.5,832.5,517.6,403.1,-215.1,913.9,756.2,945.3,857.4,919.4,589.5,1365.1615,831.0
30,279617.9,324424.6,201713.3,219129.3,1261.2,1231.4,531.1,389.9,538.8,152.0,936.8,716.8,562.5,195.3,479.4,571.4,1188.0962,874.0
31,190625.0,257120.9,171747.6,188426.1,1091.8,1340.5,474.3,573.2,448.0,219.2,576.8,608.5,463.4,638.4,480.6,608.7,1381.2053,940.0
32,255644.0,307831.8,177215.6,193989.2,1485.4,1211.0,404.0,322.3,562.8,264.5,918.1,1077.6,592.1,429.9,664.5,678.3,1233.058,953.0
33,237451.0,255487.9,146007.6,152038.9,1187.6,852.4,610.5,451.8,336.1,143.8,543.8,137.2,670.2,813.5,384.3,217.5,1101.7958,977.0
34,159570.9,167716.7,90161.3,88680.8,1027.4,421.6,338.1,170.6,363.1,229.3,378.2,258.7,477.2,119.4,327.1,210.5,1076.2883,986.0
35,227635.8,248850.2,132977.0,138955.2,1084.7,1063.0,358.7,-125.2,288.7,-336.0,622.1,585.7,771.4,335.5,607.4,530.4,1119.449,1016.0
36,282900.2,281845.1,158657.0,157530.4,1207.9,1407.5,692.6,715.9,490.7,333.7,510.0,278.6,521.0,437.4,613.4,713.3,1020.1939,1028.0
37,215217.0,206619.9,111511.1,105098.8,1024.0,816.2,322.9,114.7,314.8,97.2,292.5,80.6,519.7,283.1,461.1,319.4,983.0954,1037.0
