,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,156497.4,165262.0,115012.7,112104.6,868.6,917.0,390.7,0.7,422.0,144.8,410.8,538.8,430.2,389.9,392.4,152.6,1081.3552,0.0
1,202347.2,254390.5,136016.5,153312.0,1204.6,1138.6,546.0,411.7,453.3,-109.4,852.6,1025.8,597.3,500.1,552.1,465.1,1287.3911,27.0
2,119053.7,131578.3,105503.8,101856.3,761.0,574.5,347.0,-31.2,401.7,427.1,422.7,153.4,390.0,257.0,284.8,239.3,1131.7777,54.0
3,179717.1,216571.7,127812.3,142976.4,1428.3,1505.5,632.2,491.8,362.6,148.4,740.4,642.0,374.0,487.1,397.0,185.4,1234.0256,58.0
4,202221.4,206389.9,129066.9,128201.0,1064.9,782.6,382.5,183.3,485.7,27.5,668.3,320.8,423.9,390.7,386.3,301.8,1045.1316,109.0
5,226845.9,293362.5,167611.8,197087.5,1687.8,1232.1,441.3,235.0,371.9,63.9,630.5,699.9,588.4,482.8,453.0,320.7,1324.2933,124.0
6,176230.0,199202.2,132390.9,132532.6,917.1,787.8,379.9,121.9,346.9,52.3,822.2,592.6,398.2,53.2,501.0,326.6,1157.5203,129.0
7,151195.4,165990.7,111825.3,112798.0,870.4,515.2,287.8,125.4,262.8,-59.7,570.0,502.6,415.8,200.7,359.3,60.8,1124.2279,167.0
8,194587.7,219589.9,111434.9,111352.4,1094.3,816.5,382.9,258.8,326.9,81.3,451.5,329.9,481.9,383.9,420.0,402.6,1155.589,210.0
9,148271.8,178954.7,118852.0,124028.1,972.1,621.2,433.3,310.8,564.1,270.2,569.4,692.6,549.6,498.9,425.6,385.8,1235.9669,236.0
10,254130.3,319673.5,135156.5,149097.2,1512.7,1681.3,659.7,355.4,503.3,311.8,901.1,497.4,501.2,589.6,805.0,590.3,1288.1113,292.0
11,171908.0,223777.3,124292.7,143185.9,966.5,1106.2,452.8,654.9,534.2,133.5,528.5,341.7,614.6,418.5,383.8,453.5,1332.9948,333.0
12,338927.5,390594.6,209148.6,224169.4,2134.5,2123.3,851.0,806.4,460.9,41.0,1051.7,1060.2,983.5,323.0,893.5,720.0,1180.1259,354.0
13,171002.4,174179.7,106665.1,103718.8,886.4,562.7,281.7,-39.6,393.1,37.7,336.3,129.8,319.0,147.0,486.0,429.4,1043.0369,385.0
14,144250.5,154645.0,90139.9,86751.9,826.2,-0.9,372.1,95.1,424.4,255.6,737.7,259.3,486.2,159.0,388.7,447.1,1097.8036,389.0
15,140360.6,163475.5,129747.5,136725.9,697.3,339.7,344.7,220.7,391.1,-4.5,577.6,373.3,490.6,417.1,537.6,324.9,1192.6398,470.0
16,238306.4,231910.7,109372.8,103407.9,1214.2,731.1,577.3,599.4,322.8,158.6,529.6,451.2,570.1,326.4,369.8,301.0,996.5248,495.0
17,154823.3,179348.7,126171.1,131413.4,1134.6,941.4,306.7,-42.4,410.7,203.8,494.6,452.2,477.6,306.2,352.4,218.4,1186.2654,502.0
18,176926.5,211528.3,150884.9,163555.1,1126.5,1361.9,518.6,536.5,313.5,91.0,604.1,458.8,460.2,557.7,386.5,540.5,1224.3086,520.0
19,327607.4,401315.8,282655.2,309151.8,2355.7,2573.7,635.5,602.5,403.1,321.8,808.3,1025.4,898.2,838.0,689.6,800.1,1254.4172,523.0
20,163314.9,185626.4,127805.1,132188.2,1106.2,803.8,332.8,192.4,243.8,5.8,584.4,102.7,504.4,264.8,458.7,404.8,1163.9135,553.0
21,151160.1,155255.6,106301.3,100678.3,732.7,628.0,284.1,-4.8,319.5,332.7,857.1,333.5,420.5,393.5,525.8,233.1,1051.7407,581.0
22,310989.0,369686.7,157215.7,171906.4,1789.5,1747.2,772.8,726.3,372.0,442.4,973.7,1025.0,695.4,653.8,854.4,889.6,1217.2941,592.0
23,248947.8,260009.8,207479.8,205084.9,1367.1,1091.6,254.9,58.1,331.9,135.8,563.2,442.6,440.4,278.8,452.4,339.3,1069.5145,632.0
24,235581.7,288962.7,197148.0,228829.9,1618.6,1796.5,469.7,231.5,377.5,235.2,721.7,706.3,725.3,639.2,643.3,648.3,1256.06,644.0
25,249956.9,321212.0,247996.4,279308.3,1336.7,1384.1,595.0,629.1,453.8,176.4,794.8,845.1,600.5,837.3,732.6,545.3,1315.937,690.0
26,144269.7,142944.1,93018.7,89202.9,1061.6,775.7,427.5,180.1,440.1,-245.1,592.3,89.9,462.1,-27.9,350.9,72.3,1014.62695,692.0
27,178711.4,176797.9,113023.0,108094.2,952.5,381.5,255.6,218.1,281.3,-24.3,408.7,32.0,560.6,359.7,303.0,48.5,1013.07263,721.0
28,226878.0,289915.3,213279.8,242169.1,1540.0,1439.7,477.5,221.3,440.7,208.2,512.8,442.1,602.5,393.4,653.2,953.8,1308.5482,735.0
29,189664.8,243754.0,119837.2,129374.7,1172.2,1051.3,557.5,208.7,469.6,313.4,555.9,425.1,601.6,368.7,385.4,199.8,1316.0304,745.0
30,228690.4,238455.2,154778.5,149996.2,1299.6,924.4,572.4,467.8,623.3,118.5,541.4,-21.4,837.1,392.0,491.8,430.3,1067.7316,752.0
31,184827.6,206808.7,171854.2,182518.9,1265.4,1020.0,578.4,496.7,435.5,190.2,584.6,446.8,577.1,420.1,630.1,487.6,1145.8003,771.0
32,212576.6,204187.8,81248.5,75112.1,768.2,753.5,460.2,383.1,511.9,275.8,642.3,785.1,475.3,168.0,506.0,237.0,983.59174,811.0
33,211735.0,272391.7,134705.3,145314.4,1453.7,1446.9,712.6,681.7,434.2,370.1,583.5,822.4,683.1,402.7,594.8,475.0,1317.3901,846.0
34,204851.0,255559.1,142197.7,162864.5,1165.9,1208.9,353.0,186.3,457.7,-107.2,693.1,751.3,743.6,112.1,435.8,756.7,1277.493,861.0
35,204720.6,255123.1,122125.7,138412.0,1206.7,1330.5,399.3,-28.1,426.5,219.0,652.7,416.8,528.3,628.9,526.6,735.2,1276.111,894.0
36,178383.2,181018.9,101190.1,98840.0,751.1,375.4,461.1,382.4,243.8,-101.8,478.4,164.1,441.2,475.3,472.2,273.4,1039.1698,996.0
37,164802.8,168709.0,101468.0,96740.2,838.7,665.4,330.5,177.7,441.9,59.1,522.5,362.9,417.7,335.7,442.3,85.9,1048.289,997.0
38,206521.1,255177.9,163532.2,182682.0,1134.2,1041.3,471.7,363.1,351.1,40.9,469.6,732.2,636.1,440.1,577.8,556.9,1265.2612,1141.0
39,218819.1,255879.1,234902.8,239234.2,1257.8,838.6,396.7,546.1,278.1,375.4,632.1,550.8,507.1,463.1,499.6,600.1,1197.4425,1228.0
40,148328.0,170998.0,122957.5,122351.1,1120.8,895.3,590.5,373.5,450.8,130.8,622.7,688.6,583.5,352.3,578.9,447.2,1180.505,1243.0
41,204884.0,203653.6,82194.0,77519.5,1082.4,1199.7,369.8,385.5,356.7,119.4,411.1,206.7,432.6,-67.5,441.5,741.8,1017.8699,1293.0
42,192988.8,187632.3,122097.2,117993.4,1094.0,1070.5,419.8,296.6,289.3,-146.9,539.9,155.3,474.5,448.3,257.1,134.1,995.60156,1392.0
43,440147.1,458663.2,314027.2,327370.9,2716.5,2623.0,850.7,891.2,569.7,365.6,774.0,901.7,1062.2,947.9,1155.4,1220.7,1067.0847,1400.0
44,226121.6,264978.8,128611.4,147542.9,1331.6,1750.5,358.8,120.8,329.8,-14.8,548.6,424.0,668.4,565.0,778.1,294.8,1199.9734,1488.0
45,225337.2,269257.7,151657.7,175227.1,1341.7,1468.1,420.9,222.1,404.2,130.2,718.3,557.1,508.6,412.5,482.1,478.0,1223.5936,1494.0
46,211991.5,254682.1,161873.6,184095.6,1019.8,656.9,339.5,151.3,584.2,111.8,529.5,575.8,471.6,110.1,465.8,521.9,1230.255,1543.0
47,218856.7,219793.0,152574.2,148375.7,1022.7,1212.1,542.0,327.9,358.8,233.0,652.8,620.0,534.4,187.3,409.5,409.2,1028.3817,1560.0
48,207296.8,271579.7,170159.8,202469.3,1362.6,1735.8,551.6,351.4,442.3,122.1,643.5,754.4,510.5,566.1,642.7,546.1,1341.5474,1569.0
49,204927.1,207179.4,145502.4,145455.1,1184.4,1121.2,435.6,200.7,421.3,-25.0,780.0,394.9,484.2,540.2,493.6,705.7,1035.2883,1574.0
50,138916.6,146433.5,86038.8,82162.9,892.2,798.9,240.6,-81.9,331.9,55.7,459.3,304.1,512.3,333.0,466.2,192.1,1079.4417,1583.0
51,126776.6,134834.4,97922.9,92930.9,622.9,437.3,408.2,147.4,344.6,55.9,299.0,64.5,677.3,281.6,436.0,133.0,1089.0824,1590.0
52,240747.8,270144.2,167220.3,176455.7,1215.7,1026.4,629.8,760.2,359.5,111.0,692.9,406.8,415.3,288.7,508.5,428.4,1149.0502,1605.0
53,203879.4,255802.3,147791.9,164068.4,1514.7,1489.0,318.1,259.1,289.5,-65.7,591.4,541.2,357.7,120.4,485.6,565.9,1284.8319,1618.0
54,204927.2,265874.4,179434.6,198905.3,1225.0,1298.6,473.4,484.3,322.6,281.0,791.5,813.1,610.8,560.4,629.6,947.0,1328.589,1771.0
55,199359.6,204068.6,160948.5,161397.2,996.9,908.9,430.2,-125.9,344.7,152.0,683.7,119.6,538.9,119.9,585.5,741.8,1048.2244,1850.0
56,178535.6,170403.3,99076.2,94891.4,815.4,828.3,380.4,33.8,220.6,68.2,503.2,564.5,438.8,229.9,266.9,170.5,977.39667,1865.0
57,218150.7,216869.8,113246.4,109444.7,1001.4,745.4,444.3,79.2,416.8,-58.1,547.8,439.9,570.7,699.4,579.7,516.8,1018.01733,1873.0
58,170986.6,180874.9,101833.8,99506.6,1168.5,550.0,401.2,115.5,458.9,-115.8,510.3,510.9,324.1,108.5,514.2,480.0,1083.2329,1878.0
59,140392.9,185797.2,114945.5,123576.7,855.3,737.8,575.8,349.8,376.8,0.9,634.1,288.5,421.7,167.7,565.1,565.9,1355.1742,1885.0
60,219191.3,293394.5,134673.0,154442.0,1369.9,1618.9,464.5,166.0,524.8,348.6,965.7,1111.5,598.7,579.7,703.5,793.3,1370.7021,1945.0
61,217579.6,254504.4,192409.8,211964.4,1276.3,1226.3,777.5,499.1,265.6,42.0,621.9,361.6,524.8,605.9,585.5,710.4,1197.798,1963.0
62,197805.1,228860.1,128698.6,141158.5,860.3,933.8,419.0,479.8,379.1,343.2,801.2,778.1,513.0,415.0,461.0,343.6,1184.7959,1982.0
63,227950.1,284733.7,166481.8,190211.8,1322.8,1320.5,486.8,336.2,394.4,51.0,711.9,706.7,528.8,483.9,557.2,356.8,1279.115,1986.0
64,192596.6,190227.3,127813.9,124148.9,963.9,804.5,627.4,199.7,309.0,79.0,613.0,398.4,477.3,24.2,520.5,562.9,1011.4228,2035.0
65,191905.2,185612.7,109970.2,106365.1,518.8,348.1,375.1,67.6,408.8,58.0,445.7,498.0,474.5,199.4,325.5,277.3,990.4285,2042.0
66,186077.1,225131.5,160102.8,157872.5,1122.9,1618.7,431.0,349.6,614.5,77.2,621.1,728.1,553.3,336.6,615.5,723.3,1238.954,2055.0
67,225938.5,274063.1,158747.8,165062.0,1780.2,1163.8,640.0,404.1,421.5,129.4,732.9,533.5,674.6,296.9,499.4,244.3,1242.1217,2108.0
68,135904.9,140004.4,95433.3,92436.7,783.0,738.1,315.6,17.2,502.7,213.6,472.5,283.8,353.0,169.2,404.5,477.9,1054.8923,2168.0
