,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,199522.5,201971.4,109003.9,105518.4,1067.7,1046.2,199.4,145.9,394.3,274.0,365.1,16.7,415.1,72.9,236.8,-94.3,1036.5793,0.0
1,223557.4,299363.0,207818.0,244759.5,1406.3,1573.0,227.6,164.6,479.7,158.5,424.1,425.5,380.6,288.2,352.7,456.1,1371.2568,2.0
2,316634.2,412759.2,275405.3,321534.1,1749.5,1948.8,627.1,433.5,350.3,16.3,796.9,1142.7,315.4,-135.6,395.6,523.7,1334.8784,27.0
3,295770.5,302778.2,207056.5,204163.4,1220.3,937.4,547.6,254.2,458.8,153.9,541.9,355.9,389.2,-103.5,307.2,-219.9,1048.2698,42.0
4,184176.1,183492.6,123833.2,119826.4,756.7,790.8,311.7,318.1,338.2,-80.5,562.4,264.3,470.9,-15.9,360.3,188.6,1020.197,63.0
5,312807.8,419478.3,276944.3,314362.2,2013.0,2478.6,520.1,501.4,414.2,339.6,877.0,1074.4,541.4,548.8,375.1,31.1,1373.2272,73.0
6,249921.7,335262.6,197241.8,226243.0,1978.1,2046.7,521.1,571.4,443.7,137.3,902.6,499.1,343.2,96.9,352.5,212.7,1373.6727,117.0
7,211764.4,275458.6,215739.6,240260.8,857.0,1261.8,408.3,196.0,474.8,219.7,620.8,608.5,329.2,-160.3,160.6,-326.1,1332.0221,123.0
8,250547.1,336420.3,243283.3,284570.2,1656.2,2008.9,401.8,513.9,421.1,278.8,675.7,493.4,326.7,74.4,286.6,-193.2,1374.9823,141.0
9,237044.3,287054.6,172521.7,194719.1,1066.9,1104.2,430.6,425.7,543.6,311.5,529.1,520.0,398.3,311.8,267.5,-263.9,1240.0599,167.0
10,245940.9,288114.0,195313.5,205042.6,1206.1,1224.6,519.4,616.9,440.8,-38.0,653.8,677.3,492.7,272.7,472.1,366.2,1199.6158,170.0
11,259603.5,272340.0,146053.0,147558.5,945.8,920.4,301.3,379.1,535.2,315.4,791.6,465.6,272.6,-51.3,333.5,198.1,1074.2513,190.0
12,245579.4,268906.5,182106.0,183811.9,1668.6,1427.8,303.5,313.4,370.9,-246.5,421.7,286.1,361.9,55.4,321.2,325.0,1121.2832,191.0
13,218428.5,240721.2,168180.7,168514.1,1083.4,577.8,270.9,157.1,375.2,173.5,596.3,445.4,410.5,19.3,133.7,-226.3,1128.5312,193.0
14,222168.7,256247.0,201829.8,210864.5,1241.4,1170.1,406.1,454.6,492.1,58.2,485.8,509.8,392.8,-55.3,224.9,195.6,1181.0743,230.0
15,343985.6,442999.0,336633.5,375267.0,2366.7,2530.0,610.6,779.3,467.4,221.8,1105.6,1147.6,393.7,64.1,501.1,679.8,1318.7545,259.0
16,190756.2,199763.6,147483.9,143720.6,864.4,823.0,306.3,384.6,394.0,17.1,434.1,578.3,304.5,37.1,318.5,-79.2,1072.3757,324.0
17,305674.1,383332.3,256284.4,287586.8,1811.2,1757.6,489.2,228.6,280.0,233.5,686.6,481.3,392.5,24.1,356.3,272.6,1284.1606,326.0
18,195889.8,255489.0,178536.5,198839.4,837.6,728.1,419.4,346.4,507.9,121.9,694.5,580.7,318.6,107.8,364.3,180.0,1335.5602,340.0
19,210601.8,214878.6,117228.4,116463.0,1087.8,1032.4,345.9,331.5,217.0,-146.4,509.9,44.5,471.7,-28.0,333.8,-12.4,1044.8009,407.0
20,234365.5,258072.7,221321.0,227665.0,1312.3,1381.3,407.1,403.3,352.9,-41.5,512.8,123.1,498.3,7.0,259.3,-114.4,1127.6082,408.0
21,235142.5,250141.9,187362.4,186615.3,1039.1,833.3,589.4,606.1,469.4,224.3,689.7,398.9,355.3,-163.4,351.2,-185.7,1089.3457,420.0
22,233793.8,227982.2,131180.7,127371.9,965.9,614.1,394.7,227.1,432.2,254.7,561.6,320.0,263.7,-161.8,255.3,60.8,998.5524,422.0
23,242269.8,262028.2,192005.5,190474.5,1153.8,1067.9,614.3,352.9,435.0,14.3,716.5,527.6,391.4,171.9,406.1,113.3,1107.5363,429.0
24,213588.2,227126.4,181778.7,187344.2,1266.7,856.1,522.5,206.6,380.3,28.7,427.4,441.2,345.1,118.1,558.0,338.4,1088.923,492.0
25,247793.9,259409.0,185497.9,183786.5,1112.7,1048.5,453.2,256.8,341.7,-20.1,528.7,588.4,358.3,134.5,312.1,-92.7,1072.0051,497.0
26,266099.9,354783.8,219772.0,256569.1,1933.6,1945.1,554.4,836.7,341.9,-10.7,563.7,634.9,344.9,113.3,379.4,207.9,1365.2885,535.0
27,215760.6,231316.7,161043.4,159866.7,772.7,624.7,412.6,325.9,441.6,291.9,691.8,409.4,404.1,264.4,503.5,168.4,1097.8314,536.0
28,204918.6,215811.7,154858.8,152221.7,1033.2,291.6,415.9,-58.6,393.0,250.1,478.7,441.0,606.4,58.5,323.5,147.7,1078.4678,541.0
