,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,233066.9,296102.3,149296.1,170033.9,1391.2,1731.0,531.9,349.5,503.0,110.1,751.7,334.5,577.8,295.5,422.9,332.2,1300.9664,0.0
1,210356.7,228924.7,146504.2,148901.5,1055.3,892.1,458.8,173.4,553.4,290.9,658.1,765.5,778.9,419.4,446.0,406.7,1114.4115,1.0
2,112062.1,120542.2,70043.4,68114.1,739.3,573.8,278.0,108.1,553.0,67.3,490.4,478.7,345.4,134.7,273.9,24.9,1101.5475,6.0
3,383784.8,459337.0,297900.2,304090.5,2745.6,2387.3,601.6,602.9,625.3,349.2,780.7,744.2,960.7,820.7,888.2,883.1,1225.5867,10.0
4,170105.8,196912.4,134939.5,137184.8,1114.4,1030.0,324.9,166.0,426.2,9.4,498.0,487.2,505.0,282.6,389.2,255.0,1185.38,17.0
5,196009.1,259017.3,159605.4,181787.5,1116.1,1258.7,655.2,458.9,306.3,-67.9,542.4,152.9,576.7,444.1,464.0,571.4,1353.1738,33.0
6,266246.8,293053.3,204956.4,214204.8,1542.9,1859.3,519.9,434.2,552.1,157.6,671.4,312.1,702.2,524.8,580.7,697.4,1127.125,44.0
7,204638.3,234550.7,173545.4,187122.3,1273.3,930.5,585.4,655.1,554.0,52.2,676.6,267.1,654.6,441.2,577.1,828.5,1173.7153,86.0
8,215045.9,224046.8,149952.5,149866.2,1190.5,1150.8,455.8,242.2,614.7,454.8,576.2,259.7,494.7,507.5,428.5,526.3,1066.8857,102.0
9,231990.0,245381.3,142713.0,140713.6,1573.1,1546.2,436.0,141.6,366.1,218.4,550.6,533.0,539.4,387.8,491.0,292.3,1083.1356,173.0
10,152736.0,169773.4,104539.7,102788.8,830.7,1016.4,440.5,283.9,354.0,243.6,530.0,80.6,409.6,379.8,480.6,666.1,1138.2225,222.0
11,192385.0,213245.0,128572.9,128953.3,1158.7,1059.2,588.7,579.6,330.5,99.6,654.7,735.0,614.2,373.4,550.3,216.8,1135.0366,224.0
12,249084.2,522085.3,194603.8,359754.6,1595.6,2543.8,574.2,516.3,423.7,194.4,679.2,1042.5,622.1,1073.6,568.2,720.6,2146.3567,237.0
13,192075.4,198812.5,117158.0,114402.0,779.8,608.3,348.3,-110.9,329.6,-72.9,417.1,-10.2,502.2,377.2,380.0,535.0,1059.9332,241.0
14,12286.6,11084.7,182537.4,176764.4,426.6,62.8,315.1,124.7,466.1,24.4,499.7,313.0,345.8,66.8,271.3,121.4,924.3101,278.0
15,196049.1,255329.6,173033.9,201073.1,1285.1,1447.3,734.7,608.0,281.1,48.3,620.8,257.4,578.7,758.5,489.5,319.4,1333.6398,280.0
16,225046.3,260531.3,147304.6,163947.2,1243.1,940.9,540.9,256.0,531.6,248.9,661.2,354.9,621.6,325.5,465.8,561.0,1185.4926,286.0
17,225166.2,298997.4,179196.6,211469.9,1227.4,1422.4,505.7,463.3,436.9,141.5,633.1,648.4,630.0,511.9,622.1,787.6,1359.8016,332.0
18,236132.1,336850.8,191175.0,233730.5,2025.1,2144.2,726.0,558.8,440.3,182.8,628.5,752.7,659.8,424.5,735.1,232.9,1460.7942,336.0
