,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,270563.4,365055.2,203305.8,235841.1,1544.4,1144.7,421.2,57.3,363.2,-95.5,456.3,650.4,414.5,308.9,437.0,313.7,1381.6393,0.0
1,227370.0,244688.8,160895.7,160870.6,943.9,542.0,231.5,-179.1,346.0,-48.5,377.4,-60.5,464.5,597.4,457.2,280.5,1102.0043,1.0
2,280233.0,344518.2,160861.1,183933.5,1374.5,1404.6,551.2,419.0,234.2,-325.2,576.1,487.1,571.6,536.4,616.4,365.5,1258.9084,8.0
3,296359.4,378493.9,209094.3,243584.9,1204.9,1189.2,471.4,345.7,673.3,189.2,447.4,314.6,413.0,295.6,549.5,857.5,1307.8276,14.0
4,226989.7,242893.8,169191.9,171984.5,942.7,1002.1,159.6,-278.2,465.3,83.0,405.2,346.5,672.4,74.2,545.7,216.8,1095.7731,18.0
5,229508.3,277161.3,193670.4,218271.6,1031.5,1283.0,186.9,-382.4,397.9,140.2,499.1,478.2,644.8,241.9,590.3,806.9,1236.6359,23.0
6,179693.4,186903.3,105031.9,104148.4,739.1,479.5,261.7,138.6,430.0,-21.3,552.5,485.5,525.8,377.8,246.3,210.1,1065.1138,55.0
7,283855.8,289642.6,252762.4,255608.8,1296.5,897.7,481.2,269.8,309.3,-64.1,584.5,328.1,615.2,383.9,351.8,497.7,1044.9022,69.0
8,264636.2,328935.3,253293.8,268986.7,945.6,828.2,258.1,117.3,385.1,29.2,540.3,559.2,750.2,822.8,280.8,-450.5,1272.822,71.0
9,232607.6,253744.4,173636.7,172988.0,933.4,810.0,312.0,318.0,357.2,-174.1,493.2,241.9,400.1,-30.7,303.4,375.3,1117.0845,78.0
10,489159.6,647100.0,476517.5,550714.3,2343.6,2689.5,631.3,958.8,545.9,397.2,783.7,953.3,1184.7,1056.0,704.2,745.3,1354.6503,82.0
11,230978.9,239555.4,162190.2,162128.2,1104.6,811.6,265.5,-180.0,367.9,-246.1,544.4,25.2,539.6,611.0,428.5,172.8,1062.0316,86.0
12,238534.9,299343.8,197265.6,225980.7,1089.1,1382.0,372.6,377.4,434.8,113.4,498.1,384.0,492.5,247.8,408.7,89.7,1285.0808,100.0
13,59263.2,57315.3,170785.1,166662.5,350.3,202.8,283.4,178.2,383.9,61.9,366.1,104.4,312.8,-121.5,318.2,196.7,990.44904,111.0
