,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,256962.6,263276.8,202470.6,197750.9,1124.3,797.3,416.3,141.1,434.5,114.0,433.5,193.4,538.4,434.6,582.0,145.5,1049.1696,0.0
1,224905.9,305045.0,225260.8,255497.5,1151.6,1037.1,603.5,407.8,459.5,441.2,719.0,539.7,636.0,528.7,546.0,388.5,1388.8862,4.0
2,200965.2,219526.6,150935.2,154529.9,803.7,823.9,348.7,-7.6,477.7,258.3,564.7,221.5,494.2,417.3,340.0,247.1,1118.6063,7.0
3,204992.6,254205.4,170882.6,189943.2,1188.8,1516.7,344.8,74.5,509.3,316.8,546.8,544.2,563.3,593.2,489.0,604.7,1269.832,12.0
4,257296.3,336334.8,222140.1,250931.3,1421.4,2030.9,583.9,661.7,518.4,126.8,974.0,1009.9,418.7,632.8,524.3,361.4,1338.5615,24.0
5,204533.1,211316.2,115211.6,111284.2,780.7,297.7,400.6,119.6,569.9,202.0,414.7,435.2,400.5,-5.0,265.1,180.1,1057.9827,36.0
6,230409.4,248881.7,149740.6,154950.1,1181.2,873.9,281.2,112.3,392.6,14.0,531.1,320.6,573.6,155.4,441.2,261.9,1106.0994,41.0
7,457523.1,588025.8,354154.2,429027.1,2334.3,2464.1,912.3,1180.3,363.5,197.3,848.3,847.5,788.4,885.2,878.2,600.8,1316.0902,64.0
8,161630.3,170168.0,90745.3,89416.7,844.0,789.2,324.5,-68.6,368.3,98.5,430.3,242.0,481.2,108.0,342.7,331.6,1078.129,70.0
9,151584.5,156797.1,105733.4,101342.3,695.3,515.6,296.9,78.5,321.4,-25.2,667.7,221.3,510.4,236.8,492.3,316.1,1059.2122,87.0
10,236516.4,248182.2,184019.3,184533.3,1228.2,1227.2,479.4,659.7,329.5,-59.0,582.8,404.8,555.3,667.2,524.1,286.9,1074.5264,103.0
