,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,193372.7,209439.7,97864.9,96728.2,1212.5,658.2,501.2,305.4,301.3,26.8,595.0,533.6,315.7,-10.5,406.6,-3.7,1109.1083,0.0
1,184516.2,258129.2,167790.3,206208.6,1106.4,1290.2,596.3,431.2,401.5,36.8,733.9,502.1,265.0,-310.4,376.1,374.2,1432.5577,30.0
2,157224.9,168727.5,114098.2,113426.0,1325.0,1198.6,464.8,220.3,421.2,330.7,536.5,410.8,438.0,218.1,325.6,299.3,1098.9222,77.0
3,148178.8,166949.1,107536.3,105820.6,768.8,986.3,532.6,445.8,320.2,54.0,655.9,386.3,556.1,16.1,268.3,-115.7,1153.7311,102.0
4,268433.4,290631.4,145798.0,152384.4,1530.3,1736.2,589.2,870.0,487.1,-2.1,731.2,611.1,423.7,-13.3,270.4,43.5,1108.6836,120.0
5,179956.4,206549.6,139707.8,143022.2,1295.6,990.7,326.1,116.8,382.2,60.8,614.0,564.2,360.6,305.1,389.9,359.5,1175.3478,121.0
6,379299.6,541410.0,630109.3,707516.3,3446.7,4397.4,961.5,1409.2,434.2,505.2,1300.0,1729.3,561.5,50.7,630.5,386.2,1461.6654,222.0
7,144139.4,167126.4,123361.5,123940.2,930.6,640.2,350.3,206.5,292.2,-198.6,493.7,202.4,274.3,-301.1,274.4,70.8,1187.3302,276.0
8,157261.2,185221.5,137719.3,146292.8,998.2,1799.4,485.0,410.7,429.7,27.8,546.1,512.2,293.8,-15.8,341.3,382.8,1206.099,293.0
9,168367.1,211190.1,113815.1,119761.4,1535.5,1558.1,470.1,514.7,342.3,28.2,494.3,340.9,558.9,-1.6,265.1,-147.6,1284.5009,294.0
