,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,288203.2,372740.0,293707.7,341001.8,1645.4,1778.3,422.0,-35.1,455.9,469.1,771.0,554.8,429.2,-46.4,372.9,36.3,1324.3763,0.0
1,173585.2,206577.1,145546.4,151044.7,858.7,1412.2,328.4,315.1,451.8,201.8,449.2,536.1,338.7,223.8,198.3,11.4,1218.631,72.0
2,149814.3,164347.3,106183.3,102937.5,616.7,666.2,291.7,232.0,308.3,-40.7,328.3,-56.1,404.0,-130.3,365.8,107.4,1123.3801,79.0
3,329170.2,442740.5,268089.5,310853.7,1335.3,1305.7,472.7,425.0,460.3,226.8,970.5,898.5,383.4,-11.3,213.5,21.0,1377.3097,91.0
4,244961.3,246627.2,170710.2,164006.3,970.9,451.6,367.6,42.1,267.4,-262.4,627.4,552.5,572.4,401.7,437.9,130.8,1030.9685,105.0
5,180304.3,182115.1,95081.2,93139.3,619.3,2.9,421.9,445.1,476.6,-75.2,454.9,188.7,407.6,284.1,277.8,16.7,1034.2823,106.0
6,301562.0,366659.9,236484.4,269271.9,1664.0,2114.3,560.9,631.5,370.7,128.6,742.8,1070.0,429.4,-51.1,281.1,97.2,1245.0568,132.0
7,255439.7,337001.5,210816.4,237376.1,1520.9,1580.0,465.0,261.7,451.9,261.7,581.5,601.8,311.3,-151.4,403.3,408.6,1351.0016,146.0
8,270485.9,285822.3,172082.6,170391.3,1068.0,566.9,435.5,113.5,390.2,254.8,550.5,422.9,368.0,102.1,267.5,2.5,1082.0808,149.0
9,239908.3,237126.4,134229.0,131921.6,1305.1,822.0,338.5,45.4,518.2,150.6,560.8,594.3,373.7,90.1,296.4,21.9,1012.14246,150.0
10,264364.2,257540.6,148201.7,142490.8,755.0,301.5,360.2,312.3,475.6,286.5,449.6,371.5,276.9,-264.8,298.6,267.5,997.5827,150.0
11,347133.3,419145.6,179815.6,208604.6,1558.2,1697.7,369.9,263.9,425.1,69.4,835.1,574.4,336.4,-17.9,271.4,-212.1,1236.4459,167.0
12,201384.9,209942.7,137527.2,135100.4,959.2,540.7,411.1,148.7,272.3,-181.5,361.0,495.1,315.2,68.0,472.9,418.2,1067.5184,226.0
13,244216.3,337908.4,240997.8,282636.1,1010.5,1112.9,374.2,151.6,419.9,177.1,514.1,559.9,353.8,-273.3,220.3,-136.4,1416.8494,235.0
14,208736.0,216280.3,154672.8,149948.0,798.3,363.5,366.6,368.3,573.2,-187.0,699.8,415.8,539.9,266.6,402.3,100.1,1061.0062,238.0
15,161615.7,164651.7,119053.3,114030.0,679.0,1016.0,253.0,180.7,503.2,196.1,348.9,-91.6,334.0,49.3,339.2,-1.3,1043.2845,265.0
16,198450.3,199175.8,136928.8,132074.1,710.0,471.9,344.2,175.6,369.5,-53.4,511.7,139.6,287.7,-268.0,306.9,94.3,1027.7539,288.0
17,143239.5,144543.5,93013.3,89507.5,598.0,84.5,354.4,383.0,456.7,-106.3,393.2,-18.0,434.4,-60.6,318.5,-134.2,1033.3762,294.0
18,190266.2,195059.9,122753.7,118637.1,734.9,624.6,236.0,117.9,286.1,-339.7,344.6,40.3,410.6,180.9,345.8,253.4,1049.8093,339.0
19,248485.3,269111.5,191644.9,196005.1,955.5,982.0,511.2,490.7,468.5,207.6,643.0,153.4,350.4,151.2,365.3,219.4,1109.0236,342.0
20,224832.5,228410.6,155274.7,154480.0,809.9,893.6,330.8,119.8,498.0,7.0,429.8,-131.3,464.6,-214.0,308.7,225.6,1040.2983,352.0
21,265827.5,338210.2,273857.8,296868.1,1235.5,1395.8,586.5,393.1,505.6,501.9,950.2,795.0,537.0,376.5,283.7,2.5,1302.8434,361.0
22,317570.8,406884.7,284202.9,315538.7,1625.5,1787.3,525.3,353.8,582.2,29.8,851.2,911.6,524.1,233.6,290.8,95.8,1312.0016,381.0
23,201538.9,202406.2,126799.9,124867.4,992.4,1023.7,296.4,109.1,439.4,-12.1,494.9,276.2,393.6,223.8,205.6,15.8,1028.4204,523.0
24,247454.8,309325.7,281745.5,304141.0,948.8,1000.2,508.3,102.7,449.7,23.1,620.9,481.8,567.5,77.3,366.4,43.8,1280.0621,561.0
25,179409.2,202136.8,140427.3,138004.1,758.2,281.5,376.0,253.1,369.7,106.0,665.0,-22.3,208.8,-231.6,282.3,-25.7,1153.7266,562.0
26,182049.9,182847.6,123674.7,120129.0,1070.1,1000.0,221.5,-16.3,312.7,112.5,552.5,361.6,304.4,-121.0,160.4,-158.8,1028.4971,588.0
27,304403.8,416649.9,339408.0,396411.3,2385.0,2789.7,603.8,819.0,483.1,112.8,714.2,1191.2,348.4,74.7,324.2,-75.5,1401.6051,590.0
28,255041.8,318606.9,180891.8,203286.0,1008.0,1018.2,478.5,280.2,416.6,30.3,885.1,792.3,303.7,83.7,275.1,54.7,1279.2211,607.0
29,231781.3,227452.6,146318.7,143307.9,1044.6,1017.6,314.9,71.0,351.5,56.3,454.5,399.2,361.9,99.3,231.2,94.6,1004.8963,620.0
30,192876.2,241513.0,214092.3,234283.4,961.6,1061.8,606.4,335.5,324.0,-86.2,690.0,650.0,350.0,54.9,409.0,79.6,1282.2432,639.0
31,214924.7,219471.7,152984.2,148234.2,1078.7,795.0,311.8,206.1,342.0,169.4,408.2,519.8,312.5,107.4,269.8,160.4,1045.6835,650.0
32,212667.3,221444.7,143729.5,140403.5,709.3,694.7,398.1,58.4,299.6,-94.5,391.9,174.0,287.4,20.3,332.4,113.0,1066.2766,651.0
33,224591.8,268045.3,184202.3,200171.8,1030.6,787.9,312.1,12.3,511.6,115.1,665.7,137.2,388.2,31.8,347.9,179.3,1222.1599,658.0
34,344718.5,423140.7,425046.1,463206.5,1682.3,1515.2,609.5,183.1,464.2,60.2,865.3,667.2,345.6,103.8,303.8,295.5,1256.9779,661.0
35,252208.8,234475.9,176959.1,169967.1,900.9,731.5,530.9,196.1,478.6,-1.7,611.9,415.4,322.6,-11.7,274.3,-51.8,952.00354,667.0
36,189283.3,203696.2,136074.7,131881.7,582.2,747.2,223.9,-152.2,297.0,70.6,459.7,68.9,304.4,76.2,156.0,-167.1,1101.9902,686.0
37,241122.3,263750.5,215962.9,218698.5,970.6,819.5,660.2,98.7,482.2,283.6,490.8,223.1,375.7,105.6,274.0,214.7,1120.1062,781.0
38,233268.0,245297.8,183974.5,182839.2,1081.8,1096.4,346.0,515.6,326.8,-28.5,560.0,290.2,305.6,76.9,392.1,300.5,1076.8234,790.0
39,209187.4,200644.1,125638.2,120872.8,888.3,653.0,369.8,-175.5,467.2,-48.6,536.7,425.9,519.5,50.5,394.0,203.6,982.1949,796.0
40,248488.0,341395.3,269340.1,305974.7,1109.9,1190.7,445.5,448.0,602.4,92.4,911.0,592.5,349.9,-117.8,352.1,230.9,1406.8627,799.0
41,251905.7,261569.3,188130.1,183403.7,1045.4,911.4,321.0,400.2,464.8,436.8,513.7,723.5,543.6,-52.0,326.3,95.6,1063.2886,842.0
42,285214.4,348096.0,152357.6,173120.8,1443.3,1798.4,436.8,318.1,487.8,230.5,731.0,699.9,798.0,-19.1,360.2,452.7,1249.7906,860.0
43,205897.1,254841.2,208391.2,229782.4,1140.1,1646.3,502.1,259.0,450.2,14.6,620.9,730.1,492.0,400.5,414.2,288.1,1267.4198,867.0
44,285334.4,368022.6,281239.3,328507.9,1783.6,2244.5,499.8,189.8,315.0,162.8,724.8,1018.1,374.1,-182.3,370.5,-313.7,1320.7783,869.0
45,235538.6,290234.8,203708.7,228387.0,1395.8,1092.8,452.9,468.0,533.0,-30.7,699.2,446.9,424.8,-49.7,189.7,-248.9,1261.8013,882.0
46,281228.0,384586.2,214120.1,253981.7,1618.0,1534.4,373.0,251.7,385.6,143.2,651.8,944.7,322.1,64.3,171.3,-341.0,1400.3625,898.0
47,202413.3,223405.6,136657.9,140284.8,842.0,779.5,366.2,160.3,358.9,-316.0,672.6,503.5,357.0,42.9,210.3,-56.0,1130.2257,900.0
48,273788.8,284742.7,206721.1,206684.6,819.4,635.1,276.3,154.4,615.7,104.6,622.9,429.8,431.6,249.1,420.8,145.6,1064.9867,905.0
49,178429.2,196033.7,123508.4,120615.7,578.7,-18.5,342.1,216.8,296.5,132.9,701.8,417.6,462.3,179.1,219.2,-59.2,1125.0604,916.0
50,166035.2,165334.0,89762.9,86818.6,708.4,578.3,236.2,82.0,217.1,-27.5,488.8,244.6,401.0,-338.7,327.8,279.4,1019.69507,940.0
51,264576.0,314415.5,172864.1,195176.3,1128.3,1418.5,282.2,246.0,495.5,211.7,541.2,431.0,356.0,233.5,267.0,199.8,1216.896,956.0
52,250219.2,252583.7,142353.5,139787.3,924.4,833.1,271.0,180.4,619.5,427.3,781.3,369.5,339.9,27.0,269.2,-232.9,1033.689,962.0
53,213363.1,212318.5,102629.9,98290.9,1013.2,848.4,448.0,522.0,596.8,247.2,626.9,161.7,501.1,160.6,287.0,-172.4,1018.999,994.0
54,247218.4,273782.2,216567.4,215897.0,1240.8,1043.5,368.8,192.2,422.2,165.5,638.8,119.3,381.9,364.3,345.0,-46.0,1134.0398,1031.0
55,205065.0,209296.8,131107.3,129112.6,1024.6,611.6,442.0,243.9,490.6,168.4,442.9,265.5,444.2,182.2,333.1,201.0,1045.1328,1056.0
56,253512.1,263457.8,195568.6,192809.8,1226.6,1231.8,354.4,196.9,387.5,30.5,919.8,407.1,339.0,-216.1,376.7,428.1,1064.1725,1143.0
57,391136.9,496894.8,255930.8,315877.2,3617.7,4355.7,960.9,1016.5,896.3,693.9,1597.9,2302.0,440.4,176.2,274.7,284.9,1300.8761,1169.0
58,277539.3,354002.0,267676.2,320679.8,1317.7,1251.2,244.5,77.0,359.3,77.0,583.5,565.8,221.6,-210.9,298.0,179.6,1306.1279,1193.0
59,255259.7,338990.4,241362.0,287556.9,1174.1,946.2,528.8,533.2,345.8,138.1,672.0,356.5,381.6,-204.4,368.6,157.2,1359.9103,1209.0
60,352472.2,448480.7,390180.7,438599.0,1890.8,1941.4,659.1,851.6,426.6,304.0,795.4,1157.3,361.7,107.0,410.4,363.9,1302.9235,1251.0
61,295387.6,338639.3,253987.2,282448.4,1571.5,1435.8,479.2,600.0,355.0,319.2,707.6,669.4,428.8,45.1,327.7,302.8,1173.9509,1266.0
62,209517.8,204472.9,132289.2,127352.3,1226.9,563.9,253.6,-18.5,281.3,-216.4,569.1,588.3,233.8,-36.4,305.2,202.2,999.36676,1281.0
63,233676.8,244418.2,146386.4,144288.1,922.5,767.5,505.8,570.6,460.9,122.8,636.6,670.2,369.9,-296.4,400.8,178.8,1071.089,1298.0
64,246752.3,267877.1,196471.4,200508.4,1142.7,1085.5,233.3,-64.0,453.7,379.2,553.6,494.5,539.3,-66.1,231.1,98.9,1111.6649,1327.0
