,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,180049.4,200264.3,126306.9,125763.5,3706.4,3739.2,10843.7,10652.2,508.3,505.8,733.5,609.5,62954.0,69794.9,53950.0,59486.7,1138.976,0.0
1,132885.3,150397.0,105515.8,106094.9,2982.7,2959.5,7599.0,7604.0,422.1,257.8,488.2,178.5,44732.6,49677.0,38642.1,42555.1,1158.9857,15.0
2,193448.5,229385.5,118637.5,130640.0,4425.8,5456.2,11467.0,13072.6,534.8,146.9,821.3,699.4,75024.1,91566.0,63127.6,77404.3,1214.2294,19.0
3,187066.1,239748.9,159729.6,179205.3,3396.7,3908.6,10065.2,12008.8,480.8,215.3,752.0,819.1,58731.7,72024.2,49797.0,60723.1,1312.3955,44.0
4,180111.9,209084.6,130729.8,132318.3,4161.7,4454.3,12013.1,12284.7,619.4,225.9,637.4,376.0,70731.6,78577.3,60258.4,66913.6,1188.7688,56.0
5,167959.6,178621.1,119788.8,117947.8,2605.1,2357.7,6918.6,7044.2,660.4,92.3,463.1,252.1,42096.7,46050.2,35768.0,39544.1,1089.0487,74.0
6,260176.5,250374.0,175599.3,171002.4,3276.5,3346.0,6772.3,6494.6,403.1,378.5,571.6,400.2,41315.9,44977.7,35089.0,38376.0,985.4213,117.0
7,183925.2,221308.2,156100.6,168105.3,3540.1,3900.5,9452.6,9600.4,369.9,-53.2,705.4,516.3,57966.0,67280.5,48751.2,56146.6,1232.1628,120.0
8,320374.4,406928.5,265590.5,312134.9,6791.8,8477.4,16755.0,20090.0,579.3,620.7,1090.2,1735.0,100065.6,131781.9,83589.8,111123.6,1300.6754,149.0
9,433235.5,619797.0,425632.3,530187.4,13119.1,15463.4,33276.2,38382.8,853.1,595.7,2014.2,2281.7,198516.4,246930.1,166716.9,208533.9,1464.9694,155.0
10,268938.2,341136.1,133464.4,148905.9,5556.4,6318.1,13461.2,15780.1,579.3,292.3,989.3,736.1,84560.8,106668.4,72292.6,90793.6,1298.9066,242.0
11,144254.5,152505.5,93024.5,90468.0,2818.2,2730.0,7052.5,6834.0,338.1,113.5,386.9,132.0,41295.8,45047.0,34741.1,37791.0,1082.6155,290.0
12,203390.3,235018.3,151485.7,160605.6,4158.2,4197.8,11424.6,12351.6,363.9,205.3,479.2,236.0,64563.9,76944.3,55713.6,65479.7,1183.2712,343.0
13,414786.4,529247.6,287014.3,347142.3,9178.9,10884.4,23422.4,27473.6,710.5,868.7,1408.5,1719.3,137797.9,176876.4,116979.9,151327.1,1306.5823,379.0
14,159011.7,188705.6,116951.2,119262.7,4145.3,3962.4,10825.1,11280.4,553.1,125.6,471.1,243.6,66915.6,75346.8,56799.2,63740.6,1215.2498,489.0
15,144822.3,153767.9,86637.4,85169.9,2301.4,2351.9,6052.2,5960.7,350.3,101.1,710.2,461.6,36775.5,40426.1,31077.2,34603.4,1087.2964,510.0
16,188433.4,202736.4,113610.6,112413.7,3832.1,3841.6,10175.6,10312.9,467.7,441.5,833.0,783.2,62639.3,68697.3,52081.2,58348.9,1101.7299,537.0
17,184742.1,229357.4,138630.8,150562.6,4482.3,4886.8,11321.9,12298.2,467.8,437.5,606.2,743.2,67519.0,79468.6,58365.0,68042.6,1271.3362,544.0
18,132894.8,147308.6,87855.0,87159.2,2182.6,1966.9,5656.0,5477.3,390.0,97.0,541.8,301.0,32886.0,35894.2,27224.6,30454.2,1135.1167,580.0
19,215564.3,282743.3,155548.8,185256.1,5648.9,6213.4,14825.9,17647.0,428.8,303.1,870.3,778.7,90558.8,118683.8,76100.2,100004.1,1343.1449,593.0
20,217855.7,220161.5,148659.6,144482.1,3251.9,3577.5,8785.5,8900.6,434.5,53.2,831.8,421.8,49959.0,53565.2,41164.5,44422.2,1034.8746,602.0
21,154750.5,166353.3,101577.8,101629.4,3438.8,3246.9,9125.1,9357.0,384.3,96.0,565.7,513.9,53102.0,58283.1,44534.7,49213.9,1100.8212,614.0
22,207195.3,257010.8,169711.7,191552.9,5412.2,5644.9,13243.3,15420.9,554.0,234.7,615.9,666.1,82177.5,102174.6,71498.6,87280.4,1270.2142,619.0
23,167797.5,200983.8,129649.9,131730.0,3995.2,3643.3,10721.0,10765.1,394.4,405.5,757.0,415.8,59453.5,66062.8,48747.7,54691.3,1226.5579,651.0
24,247905.0,348931.1,275402.3,329512.8,7648.1,9364.5,19721.5,23245.2,470.9,637.5,1206.8,1273.2,117932.6,153360.9,101763.6,131525.6,1441.3032,672.0
25,258509.2,328703.9,244698.6,263883.8,5082.1,5601.9,12364.9,13675.6,501.4,418.0,784.4,501.7,76295.7,94270.7,64213.6,79723.2,1302.078,716.0
