,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,251183.9,275697.4,150144.7,159771.9,3533.2,3314.8,9074.9,9376.4,410.9,186.1,456.3,321.4,47478.5,55692.2,40483.9,47943.0,1123.9678,0.0
1,169677.7,230952.1,152522.6,166994.2,5278.9,6085.1,15071.0,16050.0,467.0,252.4,643.3,689.5,87076.3,105746.2,73488.3,89065.3,1393.8354,18.0
2,228479.2,256356.6,164080.5,166126.3,5574.8,5446.0,16081.0,16715.4,461.7,-102.2,795.4,697.4,93112.2,104005.6,79740.5,88630.6,1148.9769,37.0
3,220784.8,274873.4,219095.7,236660.6,4671.7,5317.8,10892.7,13023.7,534.1,392.5,1039.6,860.6,68403.3,83374.7,58231.4,70164.1,1274.8657,60.0
4,256307.8,258257.6,92914.4,89990.3,4966.2,4821.5,13802.6,12992.4,611.8,147.4,761.8,584.6,76048.7,83185.1,64648.0,70843.1,1031.8027,97.0
5,201267.2,251888.7,165529.1,188206.1,4720.4,5486.9,13099.2,14770.3,574.4,469.4,692.3,1108.5,78150.5,97643.4,66590.8,84007.1,1281.567,128.0
6,183355.5,253394.4,180813.9,217268.2,5543.6,6874.2,13835.8,16602.1,450.6,340.9,981.8,1171.0,86026.6,109684.7,73791.3,94879.6,1415.1766,129.0
7,242090.7,312775.9,211930.8,255812.4,6560.2,8377.9,17011.3,20705.0,486.4,474.8,824.6,1355.0,113720.1,147692.2,96173.5,126267.5,1322.9966,230.0
8,160920.6,193880.5,135681.9,138980.9,4182.9,4145.1,9949.4,10202.1,350.2,-82.4,705.9,822.5,65216.2,72388.9,56064.0,62324.1,1233.738,233.0
9,231131.2,323175.1,178866.3,210203.5,5982.4,7030.4,14450.5,17161.9,542.7,493.5,903.0,1080.4,89233.0,113593.7,74741.9,96191.8,1431.807,239.0
10,208687.0,282052.0,194868.3,225735.9,6225.6,7065.7,17049.7,19575.8,540.3,214.1,1101.2,1187.0,101773.5,129158.6,84836.4,108866.7,1384.0365,252.0
11,194384.6,226527.3,150552.5,159698.8,4661.2,4696.9,12932.9,12873.5,520.3,181.8,561.9,649.1,73198.8,85751.0,62575.3,72532.2,1193.3242,270.0
12,168556.5,180299.5,116917.7,114477.7,3607.1,3596.9,9944.0,9583.6,549.5,87.4,415.0,425.3,56920.0,62229.3,48787.8,53592.0,1095.3663,279.0
13,172551.1,192090.9,122258.9,123128.5,3482.3,3780.3,10227.3,10643.1,347.8,363.4,645.2,650.9,59496.8,65224.7,50485.6,54933.8,1140.0029,284.0
14,159795.4,165712.3,109197.3,107242.7,2475.3,2312.0,8287.4,7593.6,415.6,32.0,769.7,330.9,42349.5,47262.6,36403.7,40576.8,1061.9374,291.0
