,FSC-H,FSC-A,SSC-H,SSC-A,GFP-488nm-H,GFP-488nm-A,Red-488nm-H,Red-488nm-A,CFP-405nm-H,CFP-405nm-A,RFP-405nm-H,RFP-405nm-A,RFP-561nm-H,RFP-561nm-A,FarRed-561nm-H,FarRed-561nm-A,FSC-Width,Time
0,233980.5,261310.5,138567.6,141936.3,1238.5,1122.5,517.1,490.7,223.5,-178.6,633.9,415.7,605.4,511.4,411.1,591.0,1143.6299,0.0
1,275785.7,354726.5,212603.1,239386.4,1339.6,1588.5,521.2,287.2,340.1,238.7,853.8,1134.4,599.2,724.9,589.2,353.7,1317.1176,16.0
2,240456.2,255827.1,144966.3,142573.7,1101.1,710.1,346.4,247.9,377.8,124.9,771.1,694.6,639.5,571.8,572.0,398.3,1089.4564,165.0
3,259358.3,340793.5,173451.1,203760.1,1536.9,1530.0,716.4,458.4,432.5,169.1,554.3,366.6,534.0,593.1,428.6,331.0,1345.5557,198.0
4,204469.1,220635.1,134683.7,132224.5,1378.1,1086.8,1018.9,653.6,571.0,538.2,591.2,611.6,424.9,389.0,345.2,59.2,1104.9879,231.0
5,216322.8,218375.6,124536.6,121790.2,749.1,766.4,419.3,316.2,639.4,245.4,530.3,459.0,441.5,345.1,400.6,244.9,1033.7302,250.0
6,170482.3,184106.6,105640.7,102618.6,734.3,441.9,396.4,18.7,360.6,31.4,495.1,236.5,346.6,210.2,293.1,78.3,1105.8455,376.0
7,214710.4,246711.6,151729.3,158430.7,1268.0,1280.8,670.6,804.9,348.8,148.8,763.2,379.0,752.8,701.0,475.7,253.5,1176.6552,396.0
8,313282.1,378196.9,289137.3,309367.9,1613.8,1763.4,714.6,595.4,560.4,449.8,1141.2,1125.1,765.3,591.4,662.8,632.0,1236.1887,504.0
9,309488.3,372089.6,164183.5,179303.7,1417.8,1385.1,682.4,715.9,575.9,511.1,1004.2,1093.7,686.2,380.1,621.1,461.4,1231.1273,559.0
10,221304.7,271028.1,165587.0,186968.5,1262.0,1127.9,379.4,423.5,435.1,205.4,611.8,395.9,569.7,636.5,491.9,514.5,1254.0765,563.0
11,307075.0,436075.0,403928.9,465299.2,1832.7,1792.6,876.3,986.6,664.0,540.7,1022.2,1116.3,1065.1,1088.8,667.9,840.4,1454.1876,572.0
12,399163.6,523840.6,241286.6,311679.6,1508.7,2152.4,842.5,871.3,526.3,451.4,981.4,1099.9,912.8,930.5,655.0,356.8,1343.8538,598.0
13,291024.7,386378.8,159751.8,183334.1,1342.5,1221.9,853.0,751.0,453.7,-69.9,618.0,472.1,595.8,473.0,591.3,437.2,1359.5135,621.0
14,390056.4,434589.8,230915.4,241637.2,1714.6,1552.1,650.6,581.8,468.4,86.7,719.5,591.5,611.3,697.5,853.5,838.5,1140.9109,639.0
15,298517.6,384393.4,340757.1,367761.1,1352.6,1201.8,679.0,581.4,357.1,153.0,686.7,791.6,602.3,367.7,585.8,572.6,1318.6,676.0
16,190283.1,192206.9,95703.0,92624.3,715.6,225.4,372.3,5.8,505.4,-70.8,615.8,217.2,530.0,119.8,326.6,409.9,1034.3676,734.0
17,324839.1,443986.4,253054.4,324508.4,1696.0,2181.7,631.8,898.7,427.9,349.8,697.9,683.8,877.4,1060.7,562.6,795.5,1399.6194,837.0
18,303833.3,417417.7,244355.7,283980.7,1487.1,1708.4,747.6,607.1,530.9,676.9,867.9,698.3,695.3,493.7,696.0,593.7,1406.8153,866.0
19,179671.8,187516.8,114924.4,113563.2,872.6,816.1,502.7,499.3,433.2,231.3,623.8,697.9,565.9,178.0,402.4,486.6,1068.7527,903.0
20,206621.4,231970.1,138820.0,138382.7,937.0,1062.8,409.5,318.2,332.9,-155.3,678.1,456.2,434.4,238.7,570.4,600.4,1149.6558,953.0
21,220645.1,242154.1,142294.4,139754.4,934.4,443.8,524.4,932.1,322.5,115.3,663.3,296.2,651.0,671.6,555.7,504.6,1123.8474,1075.0
22,307158.6,399179.2,283616.7,310540.6,1549.3,1589.9,774.5,585.2,353.8,43.6,888.8,1191.3,540.1,490.8,648.3,899.0,1330.803,1117.0
23,247347.2,332496.4,202430.7,238338.6,1267.8,1511.5,566.6,334.4,428.0,-207.6,726.3,716.2,663.1,548.0,540.0,638.6,1376.5278,1161.0
24,225002.5,282647.0,179860.1,197220.6,903.9,654.1,376.5,388.0,468.0,67.0,521.7,361.2,627.6,580.4,442.5,361.8,1286.3579,1185.0
25,191854.0,200524.6,114567.8,113030.7,659.1,663.8,247.7,139.9,326.4,51.6,427.8,251.0,660.6,347.7,225.0,142.0,1070.3113,1373.0
26,216304.4,246365.9,152927.0,155432.0,1296.2,961.0,756.8,718.2,370.7,251.2,545.6,673.1,453.0,463.2,412.9,433.1,1166.3135,1375.0
27,227369.4,248426.2,166773.6,166150.1,1166.9,1201.7,568.4,308.9,685.6,343.6,629.4,671.7,385.2,229.6,345.9,-39.3,1118.8369,1434.0
28,239368.9,252047.3,135354.3,134770.8,995.8,610.7,745.3,359.4,494.8,214.3,570.8,241.0,640.9,739.0,443.6,592.1,1078.2378,1509.0
29,286691.2,376340.5,248967.4,275438.9,1787.2,1579.1,619.2,662.0,513.0,469.5,1101.6,1703.3,568.7,435.9,673.0,467.8,1344.2233,1596.0
30,231691.3,287273.5,191714.0,206708.4,1372.9,1196.8,601.8,686.1,360.9,236.1,651.0,860.8,509.0,48.9,472.9,135.7,1269.6733,1637.0
31,208426.5,224762.1,142300.3,139873.4,845.4,787.5,559.2,460.0,282.9,-103.7,661.2,341.7,592.8,363.9,346.4,85.4,1104.2697,1639.0
32,209032.5,231506.0,136867.6,134818.6,764.4,831.7,427.9,374.4,410.0,15.9,660.6,348.6,439.0,360.0,394.5,315.6,1134.095,1687.0
33,266680.1,364970.0,199206.8,230089.3,1179.2,1375.6,483.7,402.0,492.1,-23.0,833.7,721.3,812.0,594.7,549.2,732.5,1401.4147,1693.0
34,450338.7,707011.7,308540.8,454695.6,2475.1,3528.8,787.7,1204.9,716.3,549.0,1453.1,2257.1,1159.5,1065.7,1177.2,1119.9,1607.6425,1723.0
35,259473.6,261886.3,148798.1,143309.7,1202.2,977.1,639.8,783.6,423.0,190.0,652.0,633.3,382.1,15.2,549.4,642.5,1033.5267,1731.0
36,300257.3,382382.1,234095.9,267609.9,1096.2,1088.5,592.4,518.1,407.2,321.7,685.3,903.1,817.1,854.6,639.3,773.1,1304.0828,1755.0
37,221806.2,247266.7,155180.5,157497.9,912.0,532.7,375.6,90.3,348.5,6.9,520.0,428.4,657.7,784.6,543.2,141.1,1141.5707,1795.0
38,196278.6,203411.6,116842.6,115225.9,839.8,311.1,253.9,-15.6,349.0,174.0,623.7,624.4,263.6,-4.3,460.0,304.6,1061.2485,1813.0
39,345886.8,382476.6,208774.1,214197.2,1570.3,1216.1,527.0,690.2,462.8,280.3,998.6,995.7,490.7,33.4,692.8,660.7,1132.3448,1825.0
40,221758.5,284017.2,189524.1,212281.6,1287.3,1654.3,373.1,38.6,424.0,458.6,792.3,1066.8,488.8,385.2,409.8,382.4,1311.5255,1862.0
41,281072.8,373656.7,228326.8,258444.1,1633.7,2375.4,422.9,592.6,478.8,304.4,704.5,740.0,768.2,901.6,541.4,596.3,1361.3033,1866.0
42,254150.8,318805.9,201000.3,213412.7,1046.1,494.0,374.7,482.6,372.4,412.5,663.8,423.6,567.0,406.0,500.7,341.3,1284.5349,1963.0
43,195597.1,208211.1,122010.7,122257.5,1040.8,821.1,379.3,51.0,230.9,-132.5,360.2,58.4,462.4,363.5,376.3,296.9,1090.0653,1986.0
44,162299.4,165832.8,86200.1,84032.5,644.8,568.4,259.6,-216.8,454.1,98.8,541.5,355.9,399.8,353.6,456.6,362.4,1046.3134,1991.0
45,174270.2,219073.5,121309.7,130030.6,1001.8,930.0,347.3,-5.0,372.8,83.8,489.7,185.5,580.4,465.2,483.1,331.2,1287.307,2015.0
46,194451.5,222509.7,125434.6,126713.7,751.6,653.4,606.1,467.3,378.7,339.0,923.7,810.2,463.2,143.2,412.8,417.3,1171.7745,2083.0
47,252247.9,307304.1,172370.3,192420.8,1061.7,1077.6,499.0,805.0,365.9,-153.0,832.9,314.3,574.2,410.2,571.3,392.4,1247.5372,2127.0
48,246822.3,253466.8,164053.4,158290.9,1099.9,844.9,442.3,245.4,503.8,235.4,635.3,468.5,516.3,310.4,490.1,351.3,1051.5898,2141.0
49,360116.8,457142.3,255937.3,291157.9,1466.0,1603.6,689.5,484.1,536.0,251.7,726.6,827.6,958.2,1027.1,616.1,866.5,1299.9106,2255.0
50,229036.6,257519.5,151990.3,159619.5,1548.3,1137.5,412.2,351.8,372.6,112.4,673.8,428.4,584.1,620.5,569.2,464.3,1151.3651,2302.0
51,210364.5,254968.5,165231.6,179147.8,1102.5,933.0,525.1,-13.8,391.5,265.9,497.9,322.2,677.4,693.4,707.1,663.0,1241.1473,2308.0
52,210153.7,283228.5,164403.1,186346.9,1411.6,1379.5,585.2,607.2,412.1,32.2,597.8,522.4,695.2,615.4,509.2,275.2,1380.0771,2323.0
53,282816.2,320224.1,176694.3,190075.7,1077.1,947.6,586.4,480.4,561.8,-2.6,587.1,451.6,551.5,216.8,572.0,624.8,1159.4424,2339.0
54,201494.3,229908.5,145659.1,146559.1,976.9,847.0,604.4,669.9,304.5,30.6,874.3,377.1,430.0,239.6,468.6,299.0,1168.4384,2413.0
55,197357.1,214519.1,115843.7,116252.0,786.1,374.8,386.9,481.1,467.0,-15.3,423.2,281.1,504.9,286.0,537.2,401.7,1113.0743,2449.0
56,263330.8,485026.1,224408.6,319977.2,1421.1,2469.9,835.3,843.7,479.4,308.4,682.3,747.5,969.5,1017.1,688.6,847.4,1886.114,2519.0
